,first_char,probability,second_char
1027,27,0.00991641451212,28
1028,27,0.0202222954552,29
1029,27,0.0142305042092,30
1030,27,0.69564696366,31
1031,27,0.00452380239072,32
1032,27,0.00841846670062,33
1033,27,0.00362503370383,34
1034,27,0.00347523892268,35
1035,27,0.00371491057252,36
1036,28,8.0825271775e-05,0
1037,28,0.00053756430756,1
1038,28,0.000752590030584,2
1039,28,0.000311863548641,3
1040,28,0.000326351097356,4
1041,28,0.000138775466633,5
1042,28,8.23502769028e-05,6
1043,28,0.000137250461505,7
1044,28,0.000157075528166,8
1045,28,0.000129625435866,9
1046,28,0.0,10
1047,28,0.142334066098,11
1048,28,0.0129274684686,12
1049,28,0.0351292556221,13
1050,28,0.0326846724022,14
1051,28,0.166997211528,15
1052,28,0.0103441097821,16
1053,28,0.0176816719546,17
1054,28,0.00556474371145,18
1055,28,0.111981126537,19
1056,28,0.00186508127134,20
1057,28,0.0266883522396,21
1058,28,0.0226829262713,22
1059,28,0.0252403598707,23
1060,28,0.0287997218391,24
1061,28,0.103136096795,25
1062,28,0.0145416863964,26
1063,28,0.000774702604938,27
1064,28,0.0181193484263,28
1065,28,0.0662050476145,29
1066,28,0.0701570984032,30
1067,28,0.0292709484236,31
1068,28,0.0134116575967,32
1069,28,0.00564175647041,33
1070,28,0.00089975302542,34
1071,28,0.0322225958485,35
1072,28,0.00204426937386,36
1073,29,0.000120028511388,0
1074,29,0.00114581063563,1
1075,29,0.00200447614018,2
1076,29,0.000664773293841,3
1077,29,0.00178565493096,4
1078,29,0.000252059873915,5
1079,29,0.000201278580635,6
1080,29,0.000271449094985,7
1081,29,0.000199431988152,8
1082,29,0.000262216132571,9
1083,29,0.0,10
1084,29,0.0928023518202,11
1085,29,0.0146480948705,12
1086,29,0.0541697904856,13
1087,29,0.0119936181764,14
1088,29,0.0995728831587,15
1089,29,0.0116381491234,16
1090,29,0.00843985094305,17
1091,29,0.074557094793,18
1092,29,0.0901524916072,19
1093,29,0.00255199081136,20
1094,29,0.0201509404696,21
1095,29,0.0173607392279,22
1096,29,0.024259608744,23
1097,29,0.0101082472513,24
1098,29,0.0730752043255,25
1099,29,0.0492098430766,26
1100,29,0.00284652231238,27
1101,29,0.00885533425171,28
1102,29,0.0610603503355,29
1103,29,0.187474378529,30
1104,29,0.03980053108,31
1105,29,0.0049922627775,32
1106,29,0.0139685488368,33
1107,29,0.000856818912062,34
1108,29,0.0163266474375,35
1109,29,0.00222052746068,36
1110,30,9.42238248761e-05,0
1111,30,0.000689276989184,1
1112,30,0.0012571665283,2
1113,30,0.00045923503836,3
1114,30,0.000651927004548,4
1115,30,0.000211366958506,5
1116,30,0.000154493118265,6
1117,30,0.000185052196604,7
1118,30,0.000185901059891,8
1119,30,0.000178261290306,9
1120,30,0.0,10
1121,30,0.120127736947,11
1122,30,0.0109808954829,12
1123,30,0.0235797243911,13
1124,30,0.00753111508379,14
1125,30,0.164558090261,15
1126,30,0.00797167512983,16
1127,30,0.00645730302552,17
1128,30,0.0875534571655,18
1129,30,0.129357427469,19
1130,30,0.00254234554508,20
1131,30,0.00332499749585,21
1132,30,0.0173634985391,22
1133,30,0.012547897111,23
1134,30,0.00808287622045,24
1135,30,0.109031396058,25
1136,30,0.0101023219806,26
1137,30,0.000425280506873,27
1138,30,0.0841181074423,28
1139,30,0.0586844656321,29
1140,30,0.032278875358,30
1141,30,0.0422971598732,31
1142,30,0.00793687173506,32
1143,30,0.0142371350525,33
1144,30,0.00119944382477,34
1145,30,0.029704273008,35
1146,30,0.00393872565248,36
1147,31,7.64439599301e-05,0
1148,31,0.000380557974434,1
1149,31,0.000485252963034,2
1150,31,0.000221022753711,3
1151,31,0.000176153472882,4
1152,31,0.000122975065974,5
1153,31,8.80767364412e-05,6
1154,31,8.47530860094e-05,7
1155,31,0.00018113894853,8
1156,31,0.000151226094644,9
1157,31,0.0,10
1158,31,0.0362643498607,11
1159,31,0.0501837978689,12
1160,31,0.0389880813896,13
1161,31,0.0381355650538,14
1162,31,0.0444239116707,15
1163,31,0.00959205514601,16
1164,31,0.0224047275604,17
1165,31,0.00415456303968,18
1166,31,0.041655310861,19
1167,31,0.00360782254366,20
1168,31,0.0163623310755,21
1169,31,0.0572947479676,22
1170,31,0.0617883233513,23
1171,31,0.115717875257,24
1172,31,0.00702952066313,25
1173,31,0.047290560168,26
1174,31,0.000895723791355,27
1175,31,0.151683096579,28
1176,31,0.129454522491,29
1177,31,0.0870015355265,30
1178,31,0.00352971675851,31
1179,31,0.00447695713156,32
1180,31,0.00283839746871,33
1181,31,0.00749649354879,34
1182,31,0.00763110139128,35
1183,31,0.00813131078126,36
1184,32,0.000177825950734,0
1185,32,0.000884895802461,1
1186,32,0.0010119143387,2
1187,32,0.000558881559449,3
1188,32,0.00049537229133,4
1189,32,0.000376821657507,5
1190,32,0.000338716096636,6
1191,32,0.000317546340596,7
1192,32,0.000508074144954,8
1193,32,0.000224399414021,9
1194,32,0.0,10
1195,32,0.15135105383,11
1196,32,0.00569466437469,12
1197,32,0.0100725699237,13
1198,32,0.00782010788108,14
1199,32,0.365936168952,15
1200,32,0.00431016232969,16
1201,32,0.00384019374561,17
1202,32,0.00289602262624,18
1203,32,0.289094188479,19
1204,32,0.0010119143387,20
1205,32,0.00418737774466,21
1206,32,0.00611382554427,22
1207,32,0.00641020212883,23
1208,32,0.00653722066507,24
1209,32,0.0640046404105,25
1210,32,0.00884895802461,26
1211,32,0.00028790868214,27
1212,32,0.0108643187996,28
1213,32,0.0142599476684,29
1214,32,0.00882778826857,30
1215,32,0.00759994241826,31
1216,32,0.00332365169824,32
1217,32,0.00260387999289,33
1218,32,0.000872193948837,34
1219,32,0.0070325929564,35
1220,32,0.00130405697205,36
1221,33,0.000174815666592,0
1222,33,0.000594373266411,1
1223,33,0.00117709215505,2
1224,33,0.001111050681,3
1225,33,0.000508907829411,4
1226,33,0.000279705066546,5
1227,33,0.000190354836955,6
1228,33,0.00020977879991,7
1229,33,0.000326322577638,8
1230,33,0.000205894007319,9
1231,33,0.0,10
1232,33,0.189243786274,11
1233,33,0.0132432579425,12
1234,33,0.0152827740527,13
1235,33,0.00942839161817,14
1236,33,0.206406799941,15
1237,33,0.00956435935885,16
1238,33,0.00635163588616,17
1239,33,0.0385992991834,18
1240,33,0.141313215287,19
1241,33,0.00234641472492,20
1242,33,0.00586992160489,21
1243,33,0.0142804975642,22
1244,33,0.0111920874545,23
1245,33,0.0379699627837,24
1246,33,0.14250196182,25
1247,33,0.0138337464163,26
1248,33,0.000524446999775,27
1249,33,0.0206670965837,28
1250,33,0.0696038288516,29
1251,33,0.0121632856022,30
1252,33,0.00526777875329,31
1253,33,0.00344192623556,32
1254,33,0.00878740084067,33
1255,33,0.00108385713287,34
1256,33,0.0140046772903,35
1257,33,0.00224929491014,36
1258,34,0.000573499126717,0
1259,34,0.00376684653685,1
1260,34,0.00430124345038,2
1261,34,0.0022157920805,3
1262,34,0.00516149214046,4
1263,34,0.00144678188785,5
1264,34,0.00101665754282,6
1265,34,0.0024895075728,7
1266,34,0.00127733896405,8
1267,34,0.00119913453768,9
1268,34,0.0,10
1269,34,0.112301556268,11
1270,34,0.0187951304711,12
1271,34,0.0572326060322,13
1272,34,0.0148197387972,14
1273,34,0.0632673809338,15
1274,34,0.0210109225515,16
1275,34,0.012447537864,17
1276,34,0.0159797711217,18
1277,34,0.106110372514,19
1278,34,0.00413180052658,20
1279,34,0.00428820937932,21
1280,34,0.0196423450901,22
1281,34,0.0265764708949,23
1282,34,0.0387893954798,24
1283,34,0.0382810667084,25
1284,34,0.121633951148,26
1285,34,0.00188994030395,27
1286,34,0.0131644117724,28
1287,34,0.0356872865671,29
1288,34,0.103386251662,30
1289,34,0.0253512682151,31
1290,34,0.011196267042,32
1291,34,0.0109355856208,33
1292,34,0.0611297932796,34
1293,34,0.0348922082323,35
1294,34,0.00361043768411,36
1295,35,0.000245074575427,0
1296,35,0.00180742499378,1
1297,35,0.00274560110284,2
1298,35,0.00101476191388,3
1299,35,0.00157383828907,4
1300,35,0.000448026958203,5
1301,35,0.0003637825729,6
1302,35,0.000516954182542,7
1303,35,0.000474831989891,8
1304,35,0.000482490570373,9
1305,35,0.0,10
1306,35,0.132079878994,11
1307,35,0.0435658350725,12
1308,35,0.0709720653277,13
1309,35,0.0337590227651,14
1310,35,0.0576882574815,15
1311,35,0.0282639912692,16
1312,35,0.0224051772004,17
1313,35,0.0218192957935,18
1314,35,0.0242394072259,19
1315,35,0.00686591740221,20
1316,35,0.0105190602922,21
1317,35,0.0486090103199,22
1318,35,0.0482950085202,23
1319,35,0.0416741656934,24
1320,35,0.086354324226,25
1321,35,0.0434394684945,26
1322,35,0.00153171609642,27
1323,35,0.0295468035,28
1324,35,0.127071167359,29
1325,35,0.04527369852,30
1326,35,0.0226196174539,31
1327,35,0.00899883206648,32
1328,35,0.0229297899634,33
1329,35,0.00270347891018,34
1330,35,0.00396714468973,35
1331,35,0.00513507821325,36
1332,36,0.000502988688603,0
1333,36,0.00160254535671,1
1334,36,0.00181309876124,2
1335,36,0.000818818795401,3
1336,36,0.000912398086304,4
1337,36,0.000608265390869,5
1338,36,0.000339224929523,6
1339,36,0.0004094093977,7
1340,36,0.000619962802232,8
1341,36,0.000701844681772,9
1342,36,0.0,10
1343,36,0.177590099311,11
1344,36,0.0160956380353,12
1345,36,0.0159201768649,13
1346,36,0.0203885880055,14
1347,36,0.161915568085,15
1348,36,0.00849232064944,16
1349,36,0.0110423563265,17
1350,36,0.0315479184456,18
1351,36,0.139152405573,19
1352,36,0.00555627039736,20
1353,36,0.0110306589152,21
1354,36,0.026915743546,22
1355,36,0.0207161155236,23
1356,36,0.0183883306624,24
1357,36,0.115547029442,25
1358,36,0.0123056767537,26
1359,36,0.00207044181123,27
1360,36,0.00867947923125,28
1361,36,0.017277076583,29
1362,36,0.0162827966171,30
1363,36,0.0351273263227,31
1364,36,0.00685468305864,32
1365,36,0.0103639064675,33
1366,36,0.00342734152932,34
1367,36,0.0332908327387,35
1368,36,0.0656926622139,36
