,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0.000508419706305,0.00191759388408,0.00160401386387,0.00116053152561,0.00131811034081,0.00157121496214,0.00127126474856,0.00123764119817,0.00117783007276,0.00120160973478,0.00105335400948,0.000983430760982,0.000972953500864,0.000985047026427,0.00085357236798,0.000973231093555,0.000793839447093,0.000826320746119,0.00102835930707,0.00101548912726,0.00112547377481,0.00146971672395,0.00150671011598,0.0018971542686,0.00185568481907,0.00195493363515,0.00291417747341,0.00536746490504,0.00291375291375,0.00491803278689,0.0058207217695,0.00711462450593,0.0104275286757,0.00539083557951,0.00694444444444,0.0154185022026,0.0108991825613,0.00660066006601,0.0121951219512,0.0144230769231,0.0165745856354,0.025974025974,0.0148148148148,0.0,0.00869565217391,0.0,0.0105263157895,0.0113636363636,0.0117647058824,0.0375,0.0285714285714,0.0,0.0178571428571,0.0196078431373,0.0416666666667,0.0217391304348,0.0769230769231,0.0277777777778,0.0,0.0384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00360723250914,0.00168459534682,0.00147211882467,0.00164056464031,0.00150609021008,0.0015053520993,0.00142793469996,0.00127708792958,0.00122952416778,0.00108686472573,0.00104358062176,0.00105535721292,0.000963304375235,0.000890369704869,0.000982510792146,0.000885673970951,0.0010539676275,0.00117264635295,0.00114540833389,0.00120224574837,0.00130753570897,0.0014460116155,0.00140159080556,0.00154767848228,0.00256940974948,0.0029838460747,0.00305988634708,0.00371593724195,0.00407925407925,0.00409836065574,0.0058207217695,0.00553359683794,0.00834202294056,0.00943396226415,0.00520833333333,0.00440528634361,0.0136239782016,0.00660066006601,0.0121951219512,0.00480769230769,0.0110497237569,0.0,0.00740740740741,0.0,0.00869565217391,0.00943396226415,0.0,0.0,0.0,0.0125,0.0285714285714,0.031746031746,0.0,0.0,0.0208333333333,0.0652173913043,0.0512820512821,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00203686308225,0.00215271541484,0.00133171442809,0.00161293293732,0.0018741705529,0.00165784539435,0.00153152870865,0.00147291277482,0.00131303001359,0.00121537913587,0.00109570535625,0.00104489518354,0.00105979563152,0.000850081482929,0.000920620348546,0.000953025603723,0.000748989760817,0.000789865419084,0.00100327737275,0.00112053972663,0.00132408679389,0.0012563707479,0.00140159080556,0.00149775336995,0.00192705731211,0.00216071612306,0.00262275972607,0.00247729149463,0.00320512820513,0.00491803278689,0.00291036088475,0.00790513833992,0.00312825860271,0.00539083557951,0.00868055555556,0.00881057268722,0.00272479564033,0.019801980198,0.00813008130081,0.00480769230769,0.00552486187845,0.012987012987,0.0148148148148,0.0078125,0.0260869565217,0.00943396226415,0.0210526315789,0.0113636363636,0.0,0.0,0.0142857142857,0.015873015873,0.0,0.0196078431373,0.0416666666667,0.0434782608696,0.025641025641,0.0277777777778,0.03125,0.115384615385,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00181449579943,0.000983476741545,0.00151041093282,0.000862000773688,0.000886432018262,0.000891225405264,0.000817881093262,0.000808657994021,0.000744394968335,0.000620541008948,0.000573372079386,0.00051656270025,0.000487280844234,0.000453242496822,0.000410024188848,0.000394007051716,0.000435041956882,0.000364553270347,0.000568523844559,0.000466891552765,0.000827554246181,0.000592627711272,0.00108623287431,0.000798801797304,0.00199842980515,0.00113180368351,0.00218563310506,0.00185796862097,0.002331002331,0.00245901639344,0.00407450523865,0.00474308300395,0.00729927007299,0.00943396226415,0.00173611111111,0.00440528634361,0.00817438692098,0.003300330033,0.00406504065041,0.0,0.0110497237569,0.0,0.0,0.03125,0.0,0.0,0.0315789473684,0.0,0.0235294117647,0.0125,0.0571428571429,0.0,0.0178571428571,0.0392156862745,0.104166666667,0.0217391304348,0.025641025641,0.0277777777778,0.03125,0.0384615384615,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.00143185424594,0.00107423471392,0.000859445094169,0.00112910723593,0.00137270329685,0.00132022405241,0.00115488135608,0.00124891169286,0.00110704892727,0.00110063412682,0.00102077605042,0.000932428367793,0.00084269030488,0.000789649150019,0.000706582564431,0.000804852011625,0.000668260325519,0.000710878877176,0.000618687713196,0.00066532046269,0.00100961618034,0.000758563470428,0.00136655103543,0.00164752870694,0.00228391977732,0.00185204239119,0.00174850648404,0.00330305532618,0.00378787878788,0.00368852459016,0.0034924330617,0.00790513833992,0.00625651720542,0.00404312668464,0.00868055555556,0.00220264317181,0.0108991825613,0.003300330033,0.00406504065041,0.00480769230769,0.0165745856354,0.0,0.0148148148148,0.0,0.0,0.0,0.0,0.0227272727273,0.0117647058824,0.0125,0.0,0.047619047619,0.0178571428571,0.0,0.0208333333333,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00115163962702,0.000676704179962,0.000759460145095,0.000626318601121,0.00063372854131,0.000541143521705,0.000553780318034,0.000486040083514,0.0004445692172,0.000455308195915,0.000441974311193,0.000405403638171,0.000414912402021,0.000433098385852,0.000461599558515,0.00052871031726,0.000488861580413,0.000601512896072,0.000677212226607,0.000676992751509,0.000893758585875,0.000900794121133,0.00140159080556,0.00169745381927,0.00149882235386,0.0020578248791,0.00320559522075,0.00227085053675,0.00378787878788,0.00491803278689,0.00407450523865,0.00395256916996,0.00417101147028,0.00673854447439,0.00868055555556,0.0132158590308,0.00817438692098,0.00990099009901,0.00813008130081,0.00480769230769,0.0110497237569,0.00649350649351,0.0,0.015625,0.00869565217391,0.00943396226415,0.0210526315789,0.0113636363636,0.0117647058824,0.0,0.0142857142857,0.031746031746,0.0357142857143,0.0196078431373,0.0,0.0434782608696,0.0,0.0,0.09375,0.0769230769231,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.000534424472077,0.000834867196141,0.000480778691293,0.000599770494326,0.000606713470277,0.000628367313033,0.000575522270474,0.0005670467641,0.000493877430915,0.00045347227577,0.000376818393081,0.000415865667543,0.00039078958795,0.000364608408555,0.000435811873682,0.000582591623477,0.000560621078456,0.000473919251451,0.000518359975921,0.000490236130403,0.000678594481868,0.00104302477184,0.0014366305757,0.000798801797304,0.00178431232603,0.00174915114724,0.0014570887367,0.00165152766309,0.00320512820513,0.00409836065574,0.0046565774156,0.00316205533597,0.00312825860271,0.00943396226415,0.00868055555556,0.00660792951542,0.00817438692098,0.016501650165,0.0284552845528,0.00961538461538,0.0110497237569,0.0194805194805,0.0,0.03125,0.00869565217391,0.0188679245283,0.0315789473684,0.0,0.0,0.0,0.0142857142857,0.0,0.0535714285714,0.0392156862745,0.0208333333333,0.0,0.0,0.0,0.09375,0.0384615384615,0.047619047619,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.000768467364019,0.000623098593941,0.000627033271055,0.000547216078834,0.000490210976448,0.000520375952341,0.000566569701822,0.000452228599444,0.00040559982249,0.000391968950919,0.000293201631504,0.000299475590778,0.000297514706876,0.0003343922421,0.000263034385299,0.000282876857642,0.000394677239233,0.000419236260899,0.000418032238646,0.000630303596232,0.000645492312021,0.000426691952116,0.000875994253478,0.000798801797304,0.00128470487474,0.00164625990328,0.00203992423139,0.00268373245252,0.00320512820513,0.00450819672131,0.0069848661234,0.00632411067194,0.00312825860271,0.00673854447439,0.0121527777778,0.0,0.00817438692098,0.003300330033,0.00406504065041,0.0192307692308,0.0165745856354,0.0,0.00740740740741,0.0,0.0,0.0,0.0105263157895,0.0227272727273,0.0,0.0,0.0285714285714,0.031746031746,0.0178571428571,0.0,0.0416666666667,0.0434782608696,0.0769230769231,0.0277777777778,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00061137735038,0.000805145287061,0.000712658679571,0.000668578852753,0.000902753623678,0.000786200840197,0.000644584942931,0.000519851567585,0.000458884505053,0.00037728158976,0.000317092134812,0.000285090300391,0.000292690144061,0.000280003142481,0.000234667931982,0.000289612020919,0.000278068054914,0.000346325606829,0.000376229014782,0.000443546975126,0.000496532547709,0.000734858361977,0.000420477241669,0.000798801797304,0.00128470487474,0.00133758617142,0.00101996211569,0.00309661436829,0.002331002331,0.0016393442623,0.0046565774156,0.00395256916996,0.00938477580813,0.00808625336927,0.00868055555556,0.0176211453744,0.0,0.023102310231,0.0121951219512,0.0144230769231,0.00552486187845,0.00649350649351,0.0148148148148,0.0,0.00869565217391,0.00943396226415,0.0,0.0340909090909,0.0352941176471,0.025,0.0285714285714,0.0,0.0178571428571,0.0392156862745,0.0416666666667,0.0,0.0769230769231,0.0,0.0,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.000992957484862,0.000795591816285,0.000556299237934,0.000539630905464,0.000623597889673,0.000607006384544,0.000514772697479,0.000473360776988,0.000431049223117,0.000392886910991,0.000316006202843,0.000298167837106,0.000336111209389,0.000290075197966,0.000314609754965,0.000262671367811,0.000269098117659,0.000279490840599,0.000418032238646,0.000443546975126,0.000529634717556,0.000924499229584,0.000665755632643,0.00104842735896,0.00164156733995,0.00164625990328,0.00116567098936,0.00185796862097,0.0034965034965,0.00409836065574,0.00407450523865,0.00395256916996,0.00938477580813,0.00673854447439,0.00347222222222,0.00220264317181,0.016348773842,0.003300330033,0.0121951219512,0.0192307692308,0.00552486187845,0.00649350649351,0.00740740740741,0.0,0.00869565217391,0.0188679245283,0.0,0.0113636363636,0.0117647058824,0.025,0.0,0.031746031746,0.0357142857143,0.0588235294118,0.0208333333333,0.0,0.025641025641,0.0555555555556,0.0625,0.0384615384615,0.047619047619,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
